game_name,tags,followers,oweners,num_ytube_vids(one_day)
Hellsplit: Arena,"['VR', 'Action', 'Gore', 'RPG', 'Swordplay', 'Dark Fantasy', 'Fantasy', 'First-Person', 'Horror', 'Medieval', 'Singleplayer', 'Violent', 'Sandbox', 'Souls-like', 'Funny', 'FPS', 'Zombies', 'VR Only']",": 10,815",": 100,000 .. 200,000",: 2 new videos uploaded yesterday.
DCS: F-16C Viper,[],nan,": 0 .. 20,000",nan
CUSTOM ORDER MAID 3D2 It's a Night Magic,"['Sexual Content', 'Nudity', 'Mature', 'Character Customization', 'Anime', 'Hentai', 'Simulation', 'NSFW', 'VR', 'Adventure', 'Singleplayer', 'Indie', 'Visual Novel', '3D', 'Cute', 'FPS', 'Dating Sim', 'Romance', 'Female Protagonist', 'Story Rich']",": 30,849",": 50,000 .. 100,000",: 0 new videos uploaded yesterday.
HARD BULLET,"['VR', 'Action', 'Gore', 'Simulation', 'Violent', 'Sandbox', 'Indie', 'Early Access', 'Physics', 'Shooter', 'Adventure', 'Arena Shooter', 'Cinematic', 'First-Person', 'Action-Adventure', 'Bullet Time', 'Destruction', ""Shoot 'Em Up"", 'Atmospheric', 'Arcade', 'VR Only']",": 6,676",": 100,000 .. 200,000",: 0 new videos uploaded yesterday.
VTOL VR: AH-94 Attack Helicopter,[],nan,": 0 .. 20,000",nan
VR Kanojo / VRカノジョ,"['Sexual Content', 'Nudity', 'VR', 'Mature', 'Hentai', 'NSFW', 'Anime', 'Dating Sim', 'First-Person', 'Realistic', 'Adventure', '3D', 'Simulation', 'Cute', 'Singleplayer', 'Shooter', 'Story Rich', 'Free to Play', 'Romance', 'Visual Novel', 'VR Only']",": 77,930",": 100,000 .. 200,000",: 0 new videos uploaded yesterday.
Ancient Dungeon,"['VR', 'Adventure', 'Indie', 'RPG', 'Dungeon Crawler', 'Action', 'Rogue-like', 'Rogue-lite', 'Voxel', 'Early Access', 'Singleplayer', 'Replay Value', 'Procedural Generation', 'Loot', 'Magic', 'Perma Death', 'Gore', 'Pixel Graphics', 'VR Only']",": 7,964",": 20,000 .. 50,000",: 1 new videos uploaded yesterday.
Job Simulator,"['VR', 'Simulation', 'Funny', 'Singleplayer', 'First-Person', 'Robots', 'Comedy', 'Physics', 'Memes', 'Family Friendly', 'Sandbox', 'Casual', 'Sci-fi', 'Atmospheric', 'Realistic', 'Action', 'Indie', 'Psychological Horror', 'Job Simulator', 'Futuristic', 'VR Only']",": 24,620",": 500,000 .. 1,000,000",: 17 new videos uploaded yesterday.
Virtual Desktop,"['VR', 'Utilities', 'Software', 'VR Only']",": 18,030",": 500,000 .. 1,000,000",: 3 new videos uploaded yesterday.
RUMBLE,"['VR', 'Early Access', 'Action', 'Sports', 'Multiplayer', 'PvP', 'Fighting', 'Singleplayer', '3D Fighter', 'Competitive', '3D', 'Combat', 'First-Person', 'Magic', 'Fantasy', 'Tactical', 'Martial Arts', 'Physics', 'Minigames', 'Difficult', 'VR Only']",": 7,934",": 50,000 .. 100,000",: 50 new videos uploaded yesterday.
DCS: F-14A/B Tomcat,"['Simulation', 'Flight']",nan,": 0 .. 20,000",nan
Fallout 4 VR,"['VR', 'Open World', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'Shooter', 'Survival', 'FPS', 'Action', 'First-Person', 'Adventure', 'Violent', 'Atmospheric', 'Base-Building', 'Character Customization', 'Gore', 'Great Soundtrack', 'Stealth', 'Sexual Content', 'Building', 'VR Only']",": 46,785",": 500,000 .. 1,000,000",: 1 new videos uploaded yesterday.
RIDE 4,"['Racing', 'Motorbike', 'Sports', 'Multiplayer', 'First-Person', 'Third Person', 'Driving', 'Automobile Sim', 'Simulation', 'PvP', 'Singleplayer', 'Bikes', 'Open World', 'Competitive', 'VR', 'Difficult', 'Controller']",": 37,451",": 200,000 .. 500,000",: 50 new videos uploaded yesterday.
Legendary Tales,"['VR', 'Online Co-Op', 'Swordplay', 'Gore', 'Action', 'Medieval', 'Fantasy', 'Magic', 'Adventure', 'Action RPG', 'RPG', 'Dark Fantasy', 'Combat', 'Action-Adventure', 'Souls-like', 'Dungeon Crawler', 'PvE', 'Early Access', 'Indie', 'Simulation', 'VR Only']",": 16,642",": 100,000 .. 200,000",: 1 new videos uploaded yesterday.
After the Fall®,"['VR', 'Action', 'Co-op', 'Adventure', 'Zombies', 'Gore', 'FPS', 'Action-Adventure', 'Shooter', 'Looter Shooter', 'First-Person', ""Shoot 'Em Up"", 'Realistic', 'Post-apocalyptic', '1980s', 'Crafting', 'Survival Horror', 'Dystopian ', 'Multiplayer', 'Violent', 'VR Only']",": 26,958",": 50,000 .. 100,000",: 7 new videos uploaded yesterday.
Microsoft Flight Simulator X: Steam Edition,"['Flight', 'Simulation', 'Realistic', 'Open World', 'Multiplayer', 'Singleplayer', 'Moddable', 'Adventure', 'First-Person', 'Atmospheric', 'VR', 'Action', 'Difficult', 'Massively Multiplayer', 'Co-op', 'Third Person', 'Military', 'Strategy', 'Local Multiplayer', 'Sandbox']",: 0,": 2,000,000 .. 5,000,000",: 1 new videos uploaded yesterday.
PokerStars VR,"['Free to Play', 'Casual', 'Strategy', 'VR', 'Early Access', 'Gambling', 'Card Game', 'Multiplayer', 'VR Only']",": 2,966",": 200,000 .. 500,000",: 1 new videos uploaded yesterday.
Rick and Morty: Virtual Rick-ality,"['Adventure', 'VR', 'Simulation', 'Indie', 'Funny', 'Comedy', 'Sci-fi', 'Violent', 'Memes', 'First-Person', 'Psychological Horror', 'Sandbox', 'Singleplayer', 'Multiplayer', 'Cartoon', 'Nudity', 'Anime', 'Puzzle', 'VR Only']",": 22,898",": 100,000 .. 200,000",: 1 new videos uploaded yesterday.
Onward,"['VR', 'Shooter', 'FPS', 'Military', 'Realistic', 'Multiplayer', 'Simulation', 'Action', 'Violent', 'Indie', 'Early Access', 'War', 'First-Person', 'Tactical', 'Singleplayer', 'PvP', 'Online Co-Op', 'e-sports', 'Modern', 'Class-Based', 'VR Only']",": 40,102",": 500,000 .. 1,000,000",: 32 new videos uploaded yesterday.
Cooking Simulator VR,"['Simulation', 'VR', 'Casual', 'Physics', 'Cooking', 'Singleplayer', '3D', 'Realistic', 'Sandbox', 'Immersive Sim', 'Psychological Horror', 'Family Friendly', 'Relaxing', 'Management', 'Funny', 'First-Person', 'Replay Value', 'Action', 'Multiplayer', 'Sexual Content', 'VR Only']",": 9,598",": 50,000 .. 100,000",: 0 new videos uploaded yesterday.
Among Us VR,"['VR', 'Multiplayer', 'Social Deduction', 'Horror', 'Psychological', 'Party Game', 'Casual', '3D', 'Funny', 'Party', 'Colorful', 'Space', 'Sci-fi', 'Strategy', 'Cartoony', 'Survival', 'Minigames', 'Conversation', 'World War II', 'LGBTQ+', 'VR Only']",": 14,631",": 100,000 .. 200,000",: 28 new videos uploaded yesterday.
The Last Clockwinder,"['Sci-fi', 'Immersive Sim', 'VR', 'Puzzle', 'Relaxing', 'Time Management', 'Cozy', 'Precision Platformer', 'Logic', 'First-Person', 'Simulation', 'Automation', 'Family Friendly', 'Atmospheric', 'Resource Management', 'Singleplayer', 'Nature', '3D', 'Exploration', 'Puzzle-Platformer', 'VR Only']",": 2,852",": 0 .. 20,000",: 1 new videos uploaded yesterday.
Zero Caliber VR,"['Military', 'Singleplayer', 'Co-op', 'Action', 'FPS', 'VR', 'Simulation', 'Shooter', 'Gun Customization', 'First-Person', 'Character Customization', 'PvE', 'Mature', 'Violent', 'War', 'Online Co-Op', 'Multiplayer', 'Gore', 'Realistic', 'Early Access', 'VR Only']",": 22,725",": 500,000 .. 1,000,000",: 2 new videos uploaded yesterday.
Pistol Whip,"['VR', 'Action', 'Rhythm', 'Music', 'Shooter', 'On-Rails Shooter', 'FPS', 'Indie', 'Arcade', 'Bullet Hell', 'Bullet Time', 'First-Person', 'Assassin', 'Singleplayer', 'Soundtrack', 'Colorful', 'Gun Customization', 'Post-apocalyptic', 'Cyberpunk', 'Sci-fi', 'VR Only']",": 10,937",": 200,000 .. 500,000",: 6 new videos uploaded yesterday.
Pistol Whip,"['VR', 'Action', 'Rhythm', 'Music', 'Shooter', 'On-Rails Shooter', 'FPS', 'Indie', 'Arcade', 'Bullet Hell', 'Bullet Time', 'First-Person', 'Assassin', 'Singleplayer', 'Soundtrack', 'Colorful', 'Gun Customization', 'Post-apocalyptic', 'Cyberpunk', 'Sci-fi', 'VR Only']",": 10,937",": 200,000 .. 500,000",: 6 new videos uploaded yesterday.
COMPOUND,"['Action', 'Rogue-lite', 'VR', 'Indie', 'Retro', 'Shooter', 'FPS', 'Pixel Graphics', '3D', 'First-Person', 'Action Roguelike', 'Early Access', '1980s', 'Rogue-like', 'Procedural Generation', 'Singleplayer', 'Dungeon Crawler', 'Bullet Hell', 'Difficult', 'Cyberpunk', 'VR Only']",": 10,672",": 100,000 .. 200,000",: 16 new videos uploaded yesterday.
Arizona Sunshine®,"['Action', 'VR', 'Zombies', 'Horror', 'Multiplayer', 'Survival', 'Co-op Campaign', 'Online Co-Op', 'Adventure', 'Gore', 'FPS', 'Shooter', 'First-Person', 'Survival Horror', 'Indie', 'Co-op', 'Open World', 'Violent', 'Singleplayer', 'Post-apocalyptic', 'VR Only']",": 55,288",": 500,000 .. 1,000,000",: 5 new videos uploaded yesterday.
Myst,"['Adventure', 'Puzzle', 'Exploration', 'First-Person', 'VR', 'Story Rich', 'Singleplayer', 'Multiple Endings', 'Indie', '3D', 'Realistic', 'Choices Matter', 'Mystery', 'Classic', 'Atmospheric', 'Point & Click', 'Walking Simulator']",": 13,237",": 20,000 .. 50,000",: 8 new videos uploaded yesterday.
Kayak VR: Mirage,"['VR', 'Racing', 'Simulation', 'Realistic', 'Immersive Sim', 'Physics', 'Nature', 'Arcade', 'Relaxing', 'Score Attack', 'Casual', 'Indie', 'Linear', 'Exploration', 'Sports', 'Adventure', '6DOF', 'Asynchronous Multiplayer', 'Singleplayer', 'VR Only']",": 8,422",": 20,000 .. 50,000",: 1 new videos uploaded yesterday.
Driver4VR,"['Utilities', 'Early Access', 'VR', 'Controller', '6DOF']",": 2,093",": 20,000 .. 50,000",: 0 new videos uploaded yesterday.
X-Plane 11,"['Simulation', 'Flight', 'Realistic', 'Open World', 'Multiplayer', 'VR', 'Singleplayer', 'Physics', 'First-Person', 'Sandbox', 'Atmospheric', 'Adventure', 'Family Friendly', 'Third Person', 'Education', 'Action', 'Exploration', 'Beautiful', 'Massively Multiplayer', 'Controller']",": 98,676",": 1,000,000 .. 2,000,000",: 28 new videos uploaded yesterday.
I Expect You To Die 2,"['Puzzle', 'VR', 'First-Person', 'Stylized', 'Cold War', 'Singleplayer', 'Comedy', 'Mystery', 'Adventure', 'Investigation', 'Retro', 'Soundtrack', 'Escape Room', 'VR Only']",": 5,139",": 20,000 .. 50,000",: 1 new videos uploaded yesterday.
Green Hell VR,"['VR', 'Survival', 'Adventure', 'Action', 'Simulation', 'Exploration', 'Realistic', 'Action-Adventure', 'Immersive Sim', 'Hunting', 'Crafting', 'Interactive Fiction', 'Sandbox', 'Open World', 'Time Management', 'Nature', 'Singleplayer', 'Atmospheric', 'Modern', 'Resource Management', 'VR Only']",": 7,032",": 20,000 .. 50,000",: 4 new videos uploaded yesterday.
Derail Valley,"['Early Access', 'Simulation', 'Trains', 'VR', 'Realistic', 'Driving', 'Transportation', 'Open World', 'First-Person', 'Immersive Sim', 'Physics', 'Economy', 'Resource Management', 'Indie', 'Adventure', 'Singleplayer', 'Replay Value', 'Procedural Generation', 'Sandbox', 'Relaxing']",": 12,920",": 200,000 .. 500,000",: 2 new videos uploaded yesterday.
Elite Dangerous: Odyssey,[],nan,": 0 .. 20,000",nan
F1® 2021,"['Racing', 'Driving', 'Sports', 'Immersive Sim', 'Automobile Sim', 'PvP', 'Controller', 'Split Screen', 'e-sports', 'Simulation', '3D', 'Realistic', 'Multiplayer', 'Co-op', 'VR', 'Local Multiplayer', 'Cinematic', 'Online Co-Op', 'Singleplayer', 'Arcade']",": 42,804",": 1,000,000 .. 2,000,000",: 38 new videos uploaded yesterday.
XSOverlay,"['Utilities', 'Early Access', 'VR', 'Singleplayer', 'Software', 'Casual', 'VR Only']",": 2,775",": 100,000 .. 200,000",nan
Star Trek™: Bridge Crew,"['Simulation', 'VR', 'Sci-fi', 'RPG', 'Space', 'Multiplayer', 'Co-op', 'Space Sim', 'Action', 'Adventure', 'Singleplayer']",": 32,208",": 200,000 .. 500,000",: 12 new videos uploaded yesterday.
Ragnarock,"['Rhythm', 'Multiplayer', 'Music', 'Racing', 'PvP', 'Casual', 'Arcade', 'Mythology', 'Naval', 'First-Person', 'Rock Music', 'Stylized', 'Sports', 'Atmospheric', 'Indie', 'Soundtrack', 'Singleplayer', 'VR', 'Colorful', 'Vikings', 'VR Only']",": 7,647",": 50,000 .. 100,000",: 14 new videos uploaded yesterday.
LOST EMBER - VR Edition,"['Exploration', 'Walking Simulator', 'Female Protagonist', '3D', 'Third Person', 'VR', 'LGBTQ+', 'Story Rich', 'Cute', 'Relaxing', 'Stylized', 'Family Friendly', 'Atmospheric', 'Emotional', 'Adventure', 'Nature', 'Singleplayer', 'Indie', 'Narrative', 'Short', 'VR Only']",: 731,": 0 .. 20,000",nan
Synth Riders,"['VR', 'Rhythm', 'Music', 'Indie', 'Soundtrack', 'Multiplayer', 'Action', 'Swordplay', 'Singleplayer', 'First-Person', 'Fast-Paced', 'Moddable', 'Retro', 'Arcade', 'Cyberpunk', 'Casual', 'Great Soundtrack', 'Difficult', 'Sports', 'Early Access', 'VR Only']",": 4,241",": 50,000 .. 100,000",: 17 new videos uploaded yesterday.
Townsmen VR,"['Simulation', 'Strategy', 'VR', 'Casual', 'Indie', 'City Builder', 'Early Access', 'God Game', '3D', 'Medieval', 'Atmospheric', 'Building', 'Family Friendly', 'Resource Management', 'Singleplayer', 'Experience', 'Funny', 'Sandbox', 'Exploration', 'Cartoony', 'VR Only']",": 4,129",": 0 .. 20,000",: 3 new videos uploaded yesterday.
SENRAN KAGURA Peach Beach Splash,"['Sexual Content', 'Nudity', 'Anime', 'Mature', 'Female Protagonist', 'Third-Person Shooter', 'Hentai', 'Action', 'Shooter', 'Multiplayer', 'Character Customization', 'Singleplayer', 'Cute', 'Story Rich', 'VR', 'Third Person', 'NSFW', 'Co-op', 'Gore', 'FPS']",": 41,036",": 200,000 .. 500,000",: 3 new videos uploaded yesterday.
Survival Nation,"['VR', 'Zombies', 'Survival', 'Open World', 'Multiplayer', 'Action', 'Post-apocalyptic', 'Action RPG', 'Exploration', 'Crafting', 'Adventure', 'Character Customization', 'RPG', 'FPS', 'First-Person', '3D', 'Fishing', 'Hunting', 'America', 'Story Rich', 'VR Only']",": 1,893",": 0 .. 20,000",: 0 new videos uploaded yesterday.
POPULATION: ONE,"['Action', 'Battle Royale', 'Shooter', 'VR', 'FPS', 'Colorful', 'First-Person', 'PvP', 'Multiplayer', 'Combat', 'Realistic', 'Flight', 'Team-Based', 'Fighting', 'Building', 'Singleplayer', 'Female Protagonist', 'VR Only']",": 7,959",": 200,000 .. 500,000",: 43 new videos uploaded yesterday.
NoLimits 2 Roller Coaster Simulation,"['Simulation', 'Realistic', 'VR', 'Indie', 'Sandbox', 'Level Editor', 'Singleplayer', 'Adventure']",": 6,094",": 100,000 .. 200,000",: 0 new videos uploaded yesterday.
Aerofly FS 4 Flight Simulator,"['Racing', 'Flight', 'Exploration', 'Immersive Sim', 'Simulation', 'Action', 'Sports', 'Physics', '3D', 'VR', '3D Vision', 'First-Person', 'Third Person', 'Open World', 'Indie', 'Realistic', 'Singleplayer']",": 2,695",": 0 .. 20,000",: 0 new videos uploaded yesterday.
The Thrill of the Fight - VR Boxing,"['Sports', 'Action', 'VR', '3D Fighter', 'Boxing', 'Fighting', 'Singleplayer', 'VR Only']",": 4,893",": 100,000 .. 200,000",: 1 new videos uploaded yesterday.
I Expect You To Die,"['VR', 'Puzzle', 'Strategy', 'Action', 'Immersive', 'Simulation', 'Funny', 'Comedy', 'Retro', 'Adventure', 'Singleplayer', 'Cold War', 'First-Person', 'Stylized', 'Soundtrack', 'Indie', 'Short', 'Difficult', 'Open World', 'Hidden Object', 'VR Only']",": 8,000",": 200,000 .. 500,000",: 1 new videos uploaded yesterday.
Spooky's Jump Scare Mansion: HD Renovation,"['Horror', 'Indie', 'Adventure', 'Action', 'First-Person', 'Cute', 'Great Soundtrack', 'Survival Horror', 'Atmospheric', 'Singleplayer', 'Psychological Horror', 'VR', 'Funny', 'Gore', 'Walking Simulator', 'Jump Scare']",": 5,306",": 100,000 .. 200,000",: 2 new videos uploaded yesterday.
Medal of Honor™: Above and Beyond,"['VR', 'Action', 'World War II', 'Singleplayer', 'First-Person', 'Wargame', 'War', 'Multiplayer', 'Action-Adventure', 'Gore', 'Open World', 'Violent', 'Action RPG', 'Action Roguelike', 'FPS', 'Shooter', 'Historical', 'Military', 'Sexual Content', 'VR Only']",": 15,535",": 100,000 .. 200,000",: 3 new videos uploaded yesterday.
Vacation Simulator,"['Simulation', 'VR', 'Action', 'Adventure', 'Funny', 'Casual', 'Family Friendly', 'Colorful', 'Cute', 'First-Person', 'Open World', 'Singleplayer', 'Comedy', 'Sandbox', 'VR Only']",": 6,333",": 200,000 .. 500,000",: 2 new videos uploaded yesterday.
GORN,"['VR', 'Action', '3D Fighter', 'Violent', 'Indie', 'Gore', 'Funny', 'Fighting', 'Blood', 'First-Person', 'Early Access', 'Singleplayer', 'Local Multiplayer', 'Swordplay', 'Medieval', 'Moddable', 'Multiplayer', 'Asymmetric VR', 'Nudity', 'VR Only']",": 22,360",": 200,000 .. 500,000",: 6 new videos uploaded yesterday.
Hand Simulator,"['Simulation', 'Funny', 'Multiplayer', 'VR', 'Difficult', 'Psychological Horror', 'First-Person', 'Memes', 'Comedy', 'Intentionally Awkward Controls', 'Horror', 'Action', 'FPS', 'Sexual Content', 'Nudity', 'Singleplayer', 'Atmospheric', 'World War II', 'Open World', 'Shooter']",": 31,435",": 1,000,000 .. 2,000,000",: 6 new videos uploaded yesterday.
One-armed cook,[],nan,": 0 .. 20,000",nan
Guardians Frontline,"['VR', 'FPS', 'Sci-fi', 'Singleplayer', 'Online Co-Op', 'Multiplayer', 'PvE', 'PvP', 'Action', 'Strategy', 'Real Time Tactics', 'Shooter', 'Futuristic', 'Robots', 'Tactical', 'Tutorial', 'Physics', '6DOF', 'Twin Stick Shooter', 'Co-op', 'VR Only']",": 1,886",": 0 .. 20,000",nan
Creed: Rise to Glory™,"['VR', 'Fighting', 'Boxing', 'Sports', 'Action', 'Multiplayer', 'Simulation', 'Indie', 'VR Only']",": 6,820",": 200,000 .. 500,000",: 7 new videos uploaded yesterday.
The Room VR: A Dark Matter,"['Adventure', 'Puzzle', 'VR', 'Mystery', 'Investigation', 'Singleplayer', 'Lovecraftian', 'Atmospheric', 'Horror', 'Escape Room', 'Indie', 'VR Only']",": 10,710",": 100,000 .. 200,000",: 1 new videos uploaded yesterday.
Drunkn Bar Fight,"['Action', 'Indie', 'VR', 'Early Access', 'Multiplayer', 'Funny', 'Fighting', 'Comedy', 'VR Only']",": 3,939",": 100,000 .. 200,000",: 2 new videos uploaded yesterday.
SURV1V3,"['Zombies', 'VR', 'Action', 'Adventure', 'Simulation', 'Indie', 'Co-op', 'Violent', 'Gore', 'Horror', 'Online Co-Op', 'Survival', 'Multiplayer', 'Co-op Campaign', 'FPS', 'Open World', 'VR Only']",": 12,419",": 100,000 .. 200,000",: 1 new videos uploaded yesterday.
Noun Town: VR Language Learning,"['VR', 'Simulation', 'Education', 'Casual', '3D', 'Immersive Sim', 'Singleplayer', 'Realistic', 'Funny', 'Colorful', 'Cute', 'Family Friendly', 'Artificial Intelligence', 'Cartoon', 'Relaxing', 'Exploration', 'Hidden Object', 'Minimalist', 'Stylized', 'Arcade', 'VR Only']",": 3,261",": 0 .. 20,000",: 0 new videos uploaded yesterday.
Duck Season,"['Horror', 'VR', 'Action', 'Indie', 'Psychological Horror', 'Adventure', 'Casual', 'Singleplayer', 'First-Person', '1980s', 'Multiple Endings', 'FPS', 'Story Rich', 'Shooter', 'Atmospheric', 'Retro', 'VR Only']",": 8,638",": 100,000 .. 200,000",: 3 new videos uploaded yesterday.
EVERSPACE™,"['Space', 'Action Roguelike', 'Action', 'Indie', 'Sci-fi', 'Space Sim', 'Rogue-lite', 'Singleplayer', 'Flight', 'Shooter', 'VR', 'Rogue-like', 'Survival', '6DOF', 'Exploration', 'Difficult', 'Arcade', 'Great Soundtrack', 'Simulation', 'First-Person']",": 121,247",": 500,000 .. 1,000,000",: 50 new videos uploaded yesterday.
Wrench,"['Building', 'Simulation', 'Realistic', 'Immersive Sim', 'Racing', 'Relaxing', 'Automobile Sim', 'Sandbox', 'VR', 'Transportation', 'Education', 'First-Person', 'Nonlinear', 'Singleplayer', 'Early Access', 'Indie', 'Physics', 'Choose Your Own Adventure', 'Driving', 'Story Rich']",": 12,438",": 50,000 .. 100,000",: 8 new videos uploaded yesterday.
All-In-One Sports VR,"['Simulation', 'VR', 'Sports', 'Baseball', 'Basketball', 'Bowling', 'Casual', 'Boxing', 'Archery', 'Tennis', 'Golf', 'Pool', 'Arcade', 'e-sports', 'Physics', '6DOF', 'Realistic', 'Singleplayer', 'Multiplayer', 'Action', 'VR Only']",": 2,281",": 0 .. 20,000",: 0 new videos uploaded yesterday.
Megaton Rainfall,"['Destruction', 'Superhero', 'Open World', 'God Game', 'Action', 'Indie', 'VR', 'Space', 'Violent', 'Sandbox', 'First-Person', 'Aliens', 'Singleplayer', 'Flight', 'FPS']",": 15,865",": 100,000 .. 200,000",: 2 new videos uploaded yesterday.
I'm on Observation Duty 3,"['VR', 'Psychological Horror', 'Survival Horror', 'Psychological', 'Horror', 'Adventure', 'Puzzle', 'Mystery', 'Hidden Object', 'First-Person', 'Survival', 'Singleplayer', 'Exploration', 'Lovecraftian', 'Illuminati', 'Investigation', 'Sokoban', '3D', 'Dark', 'Surreal']",: 790,": 200,000 .. 500,000",: 2 new videos uploaded yesterday.
Steel Crew,"['Action', 'VR', 'Tanks', 'World War II', 'Multiplayer', 'Team-Based', 'Vehicular Combat', 'Simulation', 'PvP', 'Arcade', 'Wargame', 'Indie', 'Military', 'War', 'Combat', 'Early Access', 'Singleplayer']",": 7,393",": 0 .. 20,000",: 1 new videos uploaded yesterday.
Touge Shakai,"['Early Access', 'Racing', 'Immersive Sim', ""1990's"", 'Driving', 'Automobile Sim', 'Physics', 'Simulation', 'Combat Racing', 'VR', 'Controller', 'PvP', 'Arcade', 'Character Customization', '3D', 'First-Person', 'Third Person', 'Vehicular Combat', 'Realistic', 'Stylized']",": 2,944",": 0 .. 20,000",: 3 new videos uploaded yesterday.
RaceRoom Racing Experience,"['Free to Play', 'Racing', 'Automobile Sim', 'Simulation', 'Realistic', 'Multiplayer', 'Driving', 'Competitive', 'Physics', 'Difficult', 'PvP', 'Sports', 'Controller', 'Singleplayer', 'VR', 'First-Person', 'Massively Multiplayer', 'e-sports', 'FPS', 'Artificial Intelligence']",": 97,533",": 2,000,000 .. 5,000,000",: 6 new videos uploaded yesterday.
