game_name,active_plyrs(min),active_plyrs(24hrs),pos_reviews,gross_rev,units_sold
Blacktop Hoops,4,21,91.3%,nan,"14,520"
OVRdrop,12,12,67.4%,$242k,"23,404",208.2 hours,18 hours
Bad boy simulator,1,3,60%,"$14,795","1,800"
BrVR Backrooms Virtual Reality,0,2,87.1%,"$6,472","1,860"
Glider Sim,0,3,85.1%,"$41,639","2,610"
Virtuoso,nan,nan,nan,nan,nan
Virtual Fighting Championship (VFC),0,1,74.3%,"$81,565","5,587"
Gladius | Gladiator VR Sword fighting,1,3,75.9%,$119k,"12,540"
Eternity Warriors™ VR,0,4,81.3%,$160k,"15,070"
Time Lock VR 1,1,3,73.5%,$148k,"28,005",11.8 hours,2.1 hours
Industrial Petting,0,2,94.2%,"$31,342","2,070"
Uberlaufer,0,1,90.2%,"$27,763","1,830"
Guns'n'Stories: Bulletproof VR,0,4,89.2%,"$92,268","10,824"
PunjiVR,0,1,79.2%,"$23,350","1,590"
Disc Golf Valley VR,0,2,67.7%,"$26,399","1,860"
DMT: Dynamic Music Tesseract,2,3,90.5%,"$15,474","4,330"
The Morrigan,0,1,87%,"$99,965","7,380"
Catlateral Damage,1,4,89.5%,$559k,"86,036",8.4 hours,4 hours
Pierhead Arcade,0,2,88.8%,$139k,"19,225"
Solar System VR,0,2,74.3%,"$24,792","7,350"
Acron: Attack of the Squirrels!,0,7,93.6%,"$38,910","2,680"
Lunar Flight,0,2,81.2%,$816k,109k,17.1 hours,6.5 hours
Tomboy Adventure,1,2,95.8%,"$13,589","1,440"
The Secret of Retropolis,0,1,94.3%,"$34,763","3,720"
Interkosmos,0,1,85.4%,"$37,355","10,656"
Painting VR,0,1,77.3%,"$17,949","1,320"
Slender: The Arrival,2,15,88%,$3.2m,532k,8.7 hours,4.1 hours
Dagon - The Little Glass Bottle DLC,nan,nan,nan,nan,nan
Curious Cases,0,2,74.7%,"$60,897","12,236"
Down the Rabbit Hole,1,4,94.2%,$157k,"11,340"
3dSen VR,0,2,93.7%,"$82,783","5,866"
Chupa Chupa VR,0,1,88.7%,"$24,685","3,180"
RUSH,8,13,82.9%,$102k,"7,671"
Egression,0,1,98.3%,"$22,531","1,740"
DeepStates [VR],0,1,90.4%,"$18,056","2,190"
Now There Be Goblins,0,1,90.5%,"$16,292","1,260"
OceanCraft,0,1,89.5%,"$11,470","1,710"
Operencia: The Stolen Sun,3,6,79.3%,$276k,"13,740"
Grit Paintball,1,2,88.9%,"$5,964",540
Gadgeteer,0,1,97.4%,"$39,398","3,420"
Furious Seas,0,3,74.5%,"$97,212","7,050"
Skyworld,0,2,79.5%,$300k,"12,838"
Eternal Starlight VR,0,1,94.8%,"$24,431","1,770"
Boom 3D,123,168,87.1%,$173k,"13,727","1,425.6 hours",306.2 hours
Blue Effect VR,0,1,80%,"$81,971","7,460"
Aery VR - Calm Mind,0,0,100%,"$6,138",930
Robinson: The Journey,0,4,54.5%,$317k,"18,781"
Distance,8,25,92.8%,$3.4m,234k,45.4 hours,9.8 hours
Laid-Back Camp - Virtual - Fumoto Campsite,0,1,90.2%,"$49,143","3,720"
Trackmania® Turbo,3,22,66.3%,$2.1m,"72,993",53.9 hours,15.1 hours
Virtual Hunter,0,2,73.8%,"$27,950","2,400"
Floor Plan: Hands-On Edition,0,1,92.4%,"$11,987","3,071"
Floor Plan: Hands-On Edition,0,1,92.4%,"$11,987","3,071"
SOMNI,0,1,74.7%,"$20,501","2,610"
Horror Bar VR,0,1,75%,"$56,557","4,440"
Lost: Find,10,21,88.7%,$159k,"57,780",16.4 hours,7.3 hours
Blair Witch VR,0,3,69.2%,"$91,143","4,380"
Among the Sleep - Enhanced Edition,2,16,87.8%,$3.5m,295k,7.2 hours,3.9 hours
Space Docker VR,0,1,97.3%,"$24,331","2,220"
Trickster VR: Co-op Dungeon Crawler,0,4,85.6%,$153k,"17,201"
HoloBall,0,2,89.2%,$236k,"30,410"
Holoswitch,9,11,77.8%,"$24,603","4,740"
Winds & Leaves,0,1,90.5%,"$11,375",630
DCS: C-101 Aviojet,nan,nan,nan,nan,nan
DCS: Christen Eagle II,nan,nan,nan,nan,nan
The Gallery - Episode 1: Call of the Starseed,0,1,83.6%,$1.9m,105k,3.5 hours,2.6 hours
DEATHWATCH,1,3,94.4%,"$13,645","2,670"
ARMS DOLL,0,1,88.9%,"$7,520",540
Unknightly,0,1,73%,"$65,320","4,968"
Dungeon Escape VR,0,1,83%,"$18,943","6,259"
Ice Lakes,3,16,85.5%,$1.5m,158k,27 hours,10.2 hours
The Atlas Mystery: A VR Puzzle Game,0,0,84.4%,"$15,297","1,350"
Omega Pilot,0,1,82.6%,"$32,284","2,760"
Paranormal Detective: Escape from the 80's,0,1,95.9%,"$16,490","2,190"
Transference™,0,1,71.4%,$233k,"14,902"
Zombieland VR: Headshot Fever,0,1,89.2%,"$27,885","1,950"
Kittypocalypse,0,1,88.5%,$145k,"11,603"
AFFECTED: The Manor - The Complete Edition,0,6,79.5%,"$37,651","6,088"
SWORDS of GARGANTUA,0,3,60.4%,$182k,"12,097"
Operation Warcade VR,0,1,95.5%,$142k,"11,516"
The Quintessential Quintuplets OMOIDE VR ~ITSUKI~,1,1,90.5%,"$12,328",630
Clash of Chefs VR,0,10,80.9%,"$53,848","3,930"
POLYBIUS,0,3,93.5%,"$48,088","4,151"
Mass Exodus Redux,0,1,77.3%,$170k,"19,824"
Shooty Fruity,0,4,89.8%,"$93,854","6,768"
VR Battleship YAMATO,0,1,92.7%,$122k,"3,878"
House Flipper VR,0,3,51.9%,$108k,"7,830"
Shores of Loci,0,1,94.3%,"$17,926","1,590"
Spacescape,0,2,81.3%,"$10,163","2,016"
Fantastic Contraption,0,2,77.7%,$3m,109k
Smashbox Arena,0,21,92%,$418k,"24,968"
FORM,0,1,91.2%,$201k,"19,114",2.4 hours,1.6 hours
Grapple Tournament,0,1,92.2%,"$98,511","7,650"
KOBOLD: Chapter I,0,0,81.9%,"$34,653","5,833"
IRON GUARD VR,0,2,96.4%,"$26,113","2,520"
Space Channel 5 VR Kinda Funky News Flash!,0,1,93.5%,"$33,538","1,860"
Conscious Existence - A Journey Within,0,2,87.8%,"$64,962","20,317",1.5 hours,0.7 hours
Gun World VR,1,4,68.2%,"$33,310","3,240"
TOGETHER VR,0,3,65.5%,"$37,589","4,425"
Escape First 3,1,5,63.2%,"$29,064","5,790"
AGAINST,0,1,77.1%,$103k,"7,980"
Escape First 3,1,5,63.2%,"$29,064","5,790"
Containment Initiative,1,3,89.1%,"$59,775","10,631"
Aery VR - A Journey Beyond Time,0,1,96.8%,"$12,107","1,860"
Paranormal Detective: Escape from the 90's,0,0,88%,"$12,162","1,500"
AppGameKit Classic: Easy Game Development,5,7,83.1%,$1.2m,"35,412",272.5 hours,8.4 hours
Laid-Back Camp - Virtual - Lake Motosu,0,1,78.3%,$128k,"10,110"
Disassembly VR,1,1,56.4%,"$81,708","3,790"
BAD DREAMS,0,2,85.7%,"$13,188","1,260"
Tabletop Gods,0,0,89.7%,"$52,148","3,628"
Fujii,0,1,94.7%,"$28,874","2,586"
Tower Tag,3,24,89.6%,$103k,"8,640"
Nevrosa: Escape,0,1,80.7%,"$39,737","3,287"
iB Cricket,1,5,95.5%,"$74,514","3,360"
McOsu,108,202,89.2%,nan,183k,73.3 hours,9.3 hours
Escape First 2,0,5,55.7%,"$39,690","9,135"
Ironlights,0,1,78%,"$78,727","5,190"
Chroma Lab,0,2,96.9%,"$48,446","12,519"
Cosmic Trip,0,1,85.2%,$267k,"20,368",4.7 hours,2.7 hours
DIY MY LADY IN VR WORLD,0,1,72.8%,"$16,545","2,760"
Federation77,0,1,87.1%,"$6,287","2,790"
Kitten'd,0,0,87%,"$26,679","2,391"
BlazeRush,1,13,88%,$653k,100k,23.2 hours,8.2 hours
Abode,0,1,92.1%,"$76,561","10,936"
Wraith: The Oblivion - Afterlife,0,1,58.2%,"$36,289","2,040"
Puppet Play 🎬,nan,nan,nan,nan,nan
Operation Armstrong,0,1,73.7%,"$9,660",570
Crazy Kung Fu,0,1,93%,"$10,739","1,710"
FPV SkyDive : FPV Drone Simulator,75,115,81.3%,nan,"22,950",11.6 hours,5.7 hours
EXA: The Infinite Instrument,0,2,97.7%,"$31,770","2,700"
DragonRideVR,0,1,89.8%,"$11,283","1,470"
Yupitergrad 🚀(Virtual Reality Adventure),0,1,96.1%,"$33,810","3,060"
DrumBeats VR,1,1,65.9%,"$28,039","3,816"
Espire 1: VR Operative,0,3,52.9%,$236k,"10,978"
Afterlife VR,1,2,78%,"$42,103","3,960"
GRID,40,72,68.2%,$4.7m,215k,39 hours,14.8 hours
Police Response VR : Disturbance,0,2,89.3%,"$9,169","2,550"
Absolute Territory,0,1,80.8%,"$7,507",780
House Flipper Pets VR,1,1,56.3%,"$7,392",480
Cubism,0,0,100%,"$8,904","1,230"
Loco Dojo,1,14,88.9%,"$70,294","5,222"
Zombie Town VR,0,1,87.5%,"$2,369",744
The Dark Method,0,0,87.5%,"$16,590",990
Zombie Training Simulator,0,2,91.1%,$493k,"31,994",7.6 hours,4.5 hours
Star Shelter,0,1,78.3%,$137k,"11,672"
Sword Reverie,0,1,68.4%,"$47,167","3,510"
Boiling Steel,0,2,82.7%,$127k,"10,740"
Boiling Steel,0,2,82.7%,$127k,"10,740"
Timberman VR ,1,2,86.7%,"$1,996",450
Orbital Strike VR,0,0,100%,"$4,704",360
RFVR,1,2,82.5%,"$25,702","1,200"
Windlands,1,2,77.4%,$649k,"46,198",8.2 hours,3.6 hours
"Wakamarina Valley, New Zealand",0,0,81.5%,"$8,782","2,760"
Zombie Buster VR,0,0,79.2%,"$11,559","1,110"
The Gallery - Episode 2: Heart of the Emberstone,0,1,83.6%,$257k,"11,794"
A Rogue Escape,0,0,84.4%,"$13,005",960
Final Approach,0,2,94%,$522k,"33,541"
Seeking Dawn,1,3,68.5%,$552k,"24,663",14.4 hours,3.8 hours
VR GirlFriend,0,1,66.9%,"$59,967","7,493"
Modbox,0,1,87%,$129k,"10,733"
The American Dream,0,0,68.8%,"$39,130","2,931"
The Lab,23,51,95.1%,nan,282k,11.7 hours,3.4 hours
Hell Road VR,0,1,86.8%,"$28,006","2,040"
Don't Knock Twice,2,5,72.6%,$330k,"26,913",3.2 hours,2.5 hours
Island Time VR,0,2,68.8%,"$24,056","2,243"
Saber Fight VR,0,1,68.8%,"$45,186","5,100"
SculptrVR,0,1,91.7%,"$68,118","4,815"
Hover Junkers,0,1,63.1%,$1.7m,"69,776",10.1 hours,3.5 hours
Song in the Smoke,0,1,82%,"$35,285","1,500"
Giant Cop: Justice Above All,0,0,73.7%,"$78,201","4,385"
Traffic Jams,0,2,77.5%,"$27,883","2,130"
Hop Step Sing! Kimamani☆Summer vacation (HQ Edition),0,0,96.9%,"$19,230","3,806"
Doctor Who: The Edge Of Time,0,0,68.2%,$125k,"6,600"
Wands,0,0,54.7%,"$32,552","2,603"
The Broken Seal,0,0,89.4%,$129k,"8,863"
SACRALITH : The Archer`s Tale,0,1,85.5%,"$49,463","3,687"
Ghost Town Mine Ride & Shootin' Gallery,0,1,86.4%,$152k,"22,242"
SCP: Blackout,0,1,70.9%,"$77,916","4,973"
Do U Copy?,0,1,76.2%,"$6,564",660
VR: Vacate the Room (Virtual Reality Escape),0,0,84.8%,"$57,440","16,466"
Puppet Fever,0,0,93.8%,"$11,058","1,233"
Catan VR,0,2,74.2%,"$31,474","3,136"
Mini Motor Racing X,0,3,86.9%,"$90,111","7,800"
Let's Create! Pottery VR,0,1,75.8%,"$13,967",990
A-Tech Cybernetic VR,1,2,61.5%,$264k,"21,720",4.5 hours,2.5 hours
Google Earth VR,31,60,95.1%,nan,195k,11.1 hours,4.1 hours
Twilight Path,0,0,83.2%,"$55,886","5,370"
Combat Air Patrol 2: Military Flight Simulator,1,2,48.4%,$346k,"14,708"
Ultrawings,0,2,89.1%,$293k,"19,542"
Dungeons & Treasure VR,0,2,75.4%,"$20,828","1,450"
Big Booty Adventures,0,1,88.2%,"$3,616",510
Soundboxing,1,1,88%,$199k,"32,014",28.6 hours,11.1 hours
Visionarium,0,1,85.1%,"$8,776","1,728"
Table of Tales: The Crooked Crown,0,0,85.7%,"$41,334","2,520"
Wanted Killer VR,0,0,82.7%,"$9,876","1,277"
YUKI,0,0,91.4%,"$26,301","1,740"
Mervils: A VR Adventure,0,0,88.1%,"$30,532","2,828"
Range is HOT!,0,0,69%,"$23,628","1,260"
Visionarium,0,1,85.1%,"$8,776","1,728"
VAR: Exterminate,1,2,89.8%,"$28,987","3,810"
Hop Step Sing! VR Live 《Hop★Summer Tour 2020》,0,1,100%,"$27,032","1,440"
Sinister Halloween,0,0,86.1%,"$19,822","3,510"
Gnomes & Goblins,0,1,72.2%,"$74,745","3,450"
Dance Collider,0,1,83.6%,"$46,393","5,130"
Larcenauts,0,1,72.3%,$124k,"6,060"
Throw Anything,0,0,85.7%,"$9,568",922
Virtual Virtual Reality 2,0,1,54.5%,"$10,079",660
Carnival Games® VR,0,1,42%,$247k,"20,427"
Darknet,1,1,91.8%,"$49,409","4,625"
Big Hit VR Baseball,1,1,90.9%,"$12,145",808
Water Bears VR,0,1,92.7%,$140k,"19,583"
Bullets And More VR - BAM VR,0,0,87.8%,$242k,"22,343",42.4 hours,10.8 hours
Gal*Gun 2 - Doki Doki VR Mode,nan,nan,nan,nan,nan
Polynomial 2 - Universe of the Music,0,0,83.2%,"$83,535","9,464"
Reality Mixer - Mixed Reality for Vive and Index,nan,nan,nan,nan,nan
The secret pyramid VR,0,1,100%,"$2,302",480
Castle Must Be Mine,0,0,89.9%,"$83,533","9,056"
CYBRID,0,1,88.9%,"$25,449","2,430"
Flight 74,0,1,72.4%,"$10,360",870
8089: The Next Action RPG,0,1,85.7%,"$13,433","1,890"
Sublevel Zero Redux,0,1,88.2%,$282k,"25,165"
The Golf Club VR,2,5,68.4%,$341k,"20,956",41 hours,4.8 hours
Battle Dome,0,1,87.7%,$265k,"23,631"
VR Furballs - Demolition,0,0,95.3%,"$36,233","5,437"
STRANGER,0,1,77.4%,"$11,703","1,590"
VR Flush,0,2,95.5%,nan,"30,746",0.5 hours,0.3 hours
Time Rifters,1,1,89%,$144k,"21,999"
Titans of Space PLUS,0,3,94.1%,"$35,615","5,580"
Gloomy Eyes,0,2,89.3%,"$31,479","4,770"
Kodon,0,2,67.3%,$285k,"11,379"
Animal Avatar Maker for VRChat Vroid VRM and Cluster,nan,nan,nan,nan,nan
King Kaiju,0,1,77.1%,"$38,042","10,756"
Motoride Rollercoaster VR,0,2,75.4%,"$6,697","1,950"
Neverout,3,4,60.6%,"$16,326","4,333"
Conductor,0,1,93.5%,"$83,485","11,873"
Aery VR - Little Bird Adventure,0,0,93.8%,"$3,117",480
Downward Spiral: Prologue,0,1,86.9%,"$14,784","5,199"
Contagion VR: Outbreak,0,1,64.9%,$267k,"19,590",8.7 hours,4.4 hours
Quell 4D,0,0,81.7%,"$39,052","2,665"
Magitek VR,0,2,90.5%,"$6,263",630
Candy Kingdom VR,0,0,80.5%,"$18,887","2,419"
Candy Kingdom VR,0,0,80.5%,"$18,887","2,419"
Ultimate Booster Experience,3,6,77.1%,$112k,"32,980"
Airtone,0,0,94.7%,$163k,"8,005"
FLASHOUT 3,0,1,47%,"$60,000","3,960"
Candy Smash VR,1,2,69.8%,"$5,580","1,689"
Trump Simulator VR,0,1,80%,"$3,525","4,509"
Cmoar VR Cinema,0,2,60.4%,"$86,199","11,556"
ADR1FT,1,2,55.4%,$1.4m,106k,5.2 hours,3.6 hours
からかい上手の高木さんVR 1学期,0,2,80%,"$51,270","4,950"
Wolfenstein: Cyberpilot,0,0,46.6%,$113k,"7,892"
Twisted Arrow,0,0,90%,"$47,494","3,693"
1976 - Back to midway,2,2,91.1%,"$33,791","3,690"
The Experiment: Escape Room,2,5,57.6%,"$16,965","5,826"
The Living Remain,0,1,78.1%,"$74,858","4,800"
Isle of Pan,0,0,95.7%,"$9,357",690
Counter Fight,0,1,82.2%,"$64,034","12,202"
Little Witch Academia: VR Broom Racing,0,0,91.7%,"$15,441",720
Stunt Kite Masters VR,0,1,95.1%,"$5,985","1,751"
Alice Mystery Garden,0,0,95.1%,"$33,270","9,447"
Blueplanet VR,0,1,81.1%,"$31,997","1,590"
Chicks and Tricks VR,0,1,79.3%,"$2,443",728
Temple of Aluxes,0,0,76.1%,"$7,085","1,520"
Devil and the Fairy,0,1,71.8%,"$10,366","1,467"
Airborn,0,1,90.4%,"$27,241","2,820"
Captain ToonHead vs the Punks from Outer Space,0,0,100%,"$14,429",780
PAPER FIRE ROOKIE (Formerly Paperville Panic),0,1,71.9%,"$16,541","1,726"
Racket Fury: Table Tennis VR,0,2,82.7%,$149k,"12,557"
TITAN SLAYER,0,1,79.5%,"$47,887","5,572"
Extreme Escape,1,1,85.5%,"$11,212","2,070"
Cold Iron - Quick Draw Western Duels,0,0,77.8%,"$8,186",722
Desperate: Vladivostok,0,0,90.9%,"$17,739","1,650"
LyraVR,0,0,84%,"$9,958","1,063"
VR SUPER SPORTS,0,2,56.9%,"$34,767","3,994"
Target React Force,0,1,70.6%,"$5,304",510
Touring Karts,0,2,78.7%,"$52,279","3,810"
Torn,1,2,64.9%,$167k,"7,814"
Quar: Battle for Gate 18,0,0,88.1%,"$68,458","4,806"
The Under Presents,0,2,90.5%,"$27,050","2,580"
Ven VR Adventure,0,0,81.7%,"$47,118","2,460"
DCS: Yak-52,nan,nan,nan,nan,nan
Mr.Hack Jack: Robot Detective,0,0,91.4%,"$13,164","1,234"
CURSED NIGHT - The House,0,0,85.2%,"$4,611",840
Virtual AI - Lily,0,0,81.8%,"$4,992",330
Paddle Up,0,0,87.3%,"$85,911","11,003"
Sky Strikers VR,1,3,100%,nan,450
Boogeyman 2,2,2,81.3%,"$49,434","13,277"
Left-Hand Path,0,0,84.6%,"$93,906","5,612"
Unplugged,0,2,67.7%,"$31,315","1,950"
Mare,0,0,79.3%,"$12,288",870
Ocean Rift,0,3,78.5%,"$32,927","4,769"
Great Paintings VR,0,1,92.9%,nan,"2,550"
Time Hacker,0,0,81.3%,"$11,247",990
BoomBox,0,2,91.8%,"$41,482","4,410"
Panther VR,0,0,67.7%,"$42,566","2,880"
Tinertia,0,1,95.4%,"$43,482","4,469"
Highline Volleyball VR,1,1,70.6%,"$9,479",510
Lethal VR,0,1,79.1%,"$77,328","8,191"
Think Space,0,0,83.3%,"$4,860",945
Evasion,0,3,71.9%,"$49,873","2,110"
Hyper Dash,6,19,88.9%,"$50,533","6,210"
Dead Second,0,0,90.9%,"$7,845",660
Car Parking Simulator VR,0,0,73.8%,"$14,507","1,260"
After Dark VR,0,3,63.6%,"$21,637","2,640"
HINGE VR,0,1,72.5%,"$95,551","5,670"
Serious Sam VR: The Second Encounter,1,3,85.7%,$429k,"17,925"
Voxel Shot VR,0,1,88.9%,"$8,800","1,040"
Marble Land,0,1,87%,"$24,043","2,748"
Descending I - House of Nightmares,1,1,89.2%,"$5,184","1,110"
Arden's Wake,0,0,86.1%,"$5,469","1,080"
TrainerVR,0,1,93.2%,"$18,562","2,343"
Flying Hero VR,0,0,84.2%,"$16,801","2,310"
Hop Step Sing! Kisekiteki Shining! (HQ Edition),0,0,89.5%,"$7,738","2,225"
Starway: BaRaider,0,0,100%,"$1,869",390
Aeon,0,1,73%,$146k,"11,166"
Rage Room,0,0,51.9%,"$20,897","1,887"
Final Space - The Rescue,0,0,87.5%,"$8,790",750
NetStars - VR Goalie Trainer,0,0,75%,"$8,370",677
Lucid Dream Simulator,0,0,88.9%,"$1,776",540
Firebird - La Peri,0,0,81.2%,"$68,099","10,331"
Catify VR,0,1,66%,"$5,772","1,559"
Reiko's Fragments,0,1,73%,"$44,587","5,256"
Eagle Flight,0,1,59.6%,$549k,"25,835"
Ninja Legends,0,1,94.3%,"$28,632","2,068"
Rocking Legend,0,3,80.8%,"$26,936","1,560"
Machine Learning: Episode I,44,478,72.2%,"$2,177","3,849"
Kingdom Run VR,0,0,91.7%,"$1,062",360
Boogeyman,1,4,81.2%,$207k,"49,899",5.8 hours,2.1 hours
Guided Meditation VR,0,0,78.4%,"$62,080","5,718"
Unseen Diplomacy,0,0,89.1%,"$21,945","9,171"
Magical Squash,0,0,90%,"$4,852",648
"A Fear Of Heights, And Other Things",0,0,85%,"$2,429","3,195"
Star Wars™ Pinball VR,0,2,39.3%,"$74,694","4,890"
Sam & Dan: Floaty Flatmates,0,5,92.7%,nan,"13,334",1.5 hours,1.1 hours
Echo Grotto,0,0,89.2%,"$11,206","2,301"
Spectro,0,0,85.5%,"$25,407","1,860"
Black Hat Cooperative,0,1,74.4%,"$29,621","4,059"
EVEREST VR™,4,4,50.8%,$283k,"17,797"
Final Soccer VR,0,1,77.9%,$127k,"11,888"
Era of Combat: Boxing,1,4,64.4%,"$21,237","1,350"
Virtual Battlegrounds,0,1,68.7%,$206k,"14,610"
TEMPUS,0,1,74.6%,"$11,121","1,770"
BONETONES - Official BONEWORKS OST,nan,nan,nan,nan,nan
Adventure Time: Magic Man's Head Games,0,1,74.3%,"$29,990","7,791"
Cave Digger VR,0,3,76.5%,$984k,"79,261"
Lucky Fish Bread,0,0,100%,"$5,154",600
Gorilla Soccer,2,7,79.5%,nan,"2,640"
Dick Wilde 2,1,5,76.1%,"$17,841","1,246"
Zaccaria Pinball - VR,nan,nan,nan,nan,nan
Rocket Skates VR,0,0,85.7%,"$10,371","1,680"
GAMECINE VR,0,0,62.5%,"$7,433",510
Cloudlands : VR Minigolf,0,4,83.9%,$620k,"42,102"
Powerboat VR,0,0,70%,"$9,120",630
Disaster Report 4: Summer Memories,0,2,71.1%,$513k,"11,730"
Unbreakable Vr Runner,0,0,98.2%,"$15,404","3,308"
Magnificent Ships: Volume 1,0,0,93.3%,"$6,458",765
Madrid Noir,0,0,95.8%,"$4,803",720
Survive The Dark,0,0,81.3%,"$3,119",960
The Vanishing of Ethan Carter VR,nan,nan,nan,nan,nan
Island 359™,0,3,75.8%,$276k,"17,702"
Spacefolk City,0,0,92.9%,"$6,852",420
Beers and Boomerangs,0,0,100%,"$9,117",870
SynthVR,0,0,88.9%,"$25,946","1,650"
Eye in the Sky,0,1,91.4%,"$28,679","3,516"
STRAYLIGHT,0,0,94.7%,"$8,304",570
Old Friend,0,0,93.7%,"$18,719","7,879"
EscapeVR: Trapped Above the Clouds,0,0,77.4%,"$22,583","2,685"
Mental Hospital VR,0,1,73.2%,"$9,801","1,680"
Along Together,0,1,89.8%,"$21,718","1,699"
DCS: Bf 109 K-4 Kurfürst - Jagdflieger Campaign,nan,nan,nan,nan,nan
Nemesis Perspective,2,2,89.8%,"$9,813","5,111"
Just Dance 2017,5,5,78.8%,$3m,"92,884",32.9 hours,12.7 hours
Manifest 99,0,0,88.1%,"$12,174","2,743"
Portable Farm,0,1,96.4%,"$2,963",900
GunsBox VR,2,2,85.2%,"$9,386",810
Winter Fury: The Longest Road,0,0,81.8%,"$12,576",990
Manifest 99,0,0,88.1%,"$12,174","2,743"
Space Dance Harmony,0,1,90%,"$5,148",600
Winter Fury: The Longest Road,0,0,81.8%,"$12,576",990
Portable Farm,0,1,96.4%,"$2,963",900
Rise of Flight United,10,24,54.6%,$11.1m,293k,39.9 hours,5 hours
Escape Room VR: Stories,0,0,46.7%,"$10,817","1,148"
Rainbow Reactor,0,1,91.8%,"$17,826","2,495"
Layers of Fear VR,2,3,72.6%,"$90,397","6,240"
Abode 2,0,2,80.7%,"$44,092","4,500"
Conquest,0,0,78.1%,"$7,888",960
Orders of Magnitude,0,0,97.1%,"$6,359","1,050"
Groove Gunner,0,0,83.9%,"$11,606",930
Wolf and Pigs,0,0,81%,"$7,751",630
Carpe Lucem - Seize The Light VR,0,0,89.6%,"$30,655","2,745"
YUR,11,18,88.2%,nan,"13,470"
Potato Party: Hash It Out,0,0,94.4%,"$3,358",540
Punch Pad Workout,0,0,83.3%,"$2,747",576
Arcaxer,0,0,90%,"$10,889",600
Plank not included,0,1,85.1%,"$11,752","1,998"
VAIL VR SmoothBrain Pack,nan,nan,nan,nan,nan
MOMO.EXE VR,0,0,72.7%,"$5,649",660
Excavator Simulator VR,0,1,61.8%,"$5,590","1,650"
OVERTURN,0,0,82.7%,"$96,912","4,257"
2MD: VR Football Classic,0,0,92%,"$24,941","2,602"
Warden of the Isles,0,1,88.2%,"$7,056","1,020"
ALICE VR,0,4,38.1%,$106k,"9,756"
Aces High III,3,10,59.3%,nan,"11,014"
Marshmallow Melee,0,0,81.7%,"$37,542","3,938"
Konrad's Kittens,0,0,82.1%,"$9,241","1,122"
SYNTHSPACE,0,0,90.9%,"$19,617",990
VR Monster Awakens,0,0,80%,"$16,854","1,783"
Kismet,0,0,90.8%,"$31,624","7,185"
RC Flight Simulator 2020 VR,0,1,46.9%,"$11,349",960
VR Invaders,0,0,80.5%,"$25,728","2,217"
DCS: A-10C Warthog - The Enemy Within 3.0 Campaign,nan,nan,nan,nan,nan
VRemin (Virtual Reality Theremin),0,2,85.7%,$892,"1,198"
Spaceteam VR,0,0,63.2%,"$7,762",570
Archangel™: Hellfire - Enlist FREE,0,2,55.7%,$166k,"14,564"
IL-2 Sturmovik: Hurricane Mk.II Collector Plane,nan,nan,nan,nan,nan
Blast Beat,0,1,95.6%,"$19,246","1,350"
Adventure Climb VR,2,7,73.8%,nan,"9,827"
Fly Simulator,3,5,65.4%,$115k,122k,7.1 hours,0.8 hours
HOST,1,2,92.3%,"$7,334",950
Rise of Insanity,1,4,79.1%,$191k,"28,706",4 hours,2.6 hours
HOLY QURAN VR EXPERİENCE,0,0,82.1%,"$5,952",870
5089: The Action RPG,1,2,83.8%,$115k,"18,799"
IL-2 Sturmovik: Hurricane Mk.II Collector Plane,nan,nan,nan,nan,nan
Rise of Insanity,1,4,79.1%,$191k,"28,706",4 hours,2.6 hours
Helios,0,1,71.4%,"$17,018","2,730"
5089: The Action RPG,1,2,83.8%,$115k,"18,799"
Mythlink,0,0,100%,"$3,096",390
VR Sweet Heart,0,0,52.9%,"$2,107",510
OVERVIEW (A Walk Through The Universe),0,1,74.3%,"$36,462","3,668"
Virtual AI - Aki & Mika,0,0,63.6%,"$9,072",660
Slackline VR,0,0,90%,$640,300
Girl Mod | GIRLS VR (create + pose in VR),0,0,40%,"$16,891",900
Accounting (Legacy),1,3,93.3%,nan,145k,1.7 hours,0.9 hours
Rift's Cave,35,67,57%,"$7,035","2,580"
Zombie Slaughter VR,0,0,89.1%,"$4,410","1,380"
Wheelchair Simulator VR,0,0,73.7%,"$2,737",238
Rinlo,0,0,80.6%,"$9,828",930
Tranzient,0,0,93.8%,"$6,411",442
Ultimechs,0,3,85.8%,nan,"4,020"
BAAM SQUAD,0,0,87%,"$42,141","3,539"
HordeZ,0,0,83.9%,$285k,"23,496"
Construct VR - The Volumetric Movie,0,0,80%,"$5,298","2,400"
Summer Funland,1,3,86.2%,$152k,"10,357"
NIGHTSTAR,0,0,91.9%,"$25,052","3,033"
World Builder,0,0,80%,"$6,620",978
Battlewake,0,3,72.5%,"$61,547","3,118"
Holodance,0,1,85.6%,"$74,009","6,480"
Machizzle,0,0,96.9%,"$6,795",960
inVokeR,0,0,82.5%,"$38,323","3,953"
Cosmic Flow: A Relaxing VR Experience,0,1,96%,nan,"5,310"
OldMaidGirl,0,0,70.7%,"$5,041","3,305"
Volleyball Fever,0,2,92.3%,"$17,929","3,211"
VRobot: VR Giant Robot Destruction Simulator,0,1,59.1%,"$30,295","3,056"
Tales of Wedding Rings VR,0,0,77.1%,"$32,583","2,506"
Rezzil Index / Lite,0,0,100%,nan,570
DCS: I-16,nan,nan,nan,nan,nan
Luna,0,0,85.7%,"$40,253","3,958"
World of Diving,0,1,51.7%,$574k,"42,380",9.5 hours,3.9 hours
