game_name,active_plyrs(min),active_plyrs(24hrs),pos_reviews,gross_rev,units_sold
Dodgeball Simulator VR,0,1,85.7%,"$8,671","1,162"
Infinite Minigolf,0,1,76.2%,"$76,392","7,621"
Gravity Lab,0,0,82.1%,"$22,253","1,838"
ViSP - Virtual Space Port,0,0,89.7%,"$10,951",968
The Assembly,1,1,70.2%,$195k,"10,091"
Overkill VR: Action Shooter FPS,0,1,73.6%,$126k,"8,421"
Alien Extraction,0,0,93.3%,"$3,710",450
Snow Fortress,0,2,89.1%,"$26,883","3,111"
ARAYA,6,6,75.7%,$401k,"36,250",8.3 hours,4.4 hours
JETBOUNCE,0,0,100%,"$4,207",390
Craft Keep VR,0,0,62.7%,"$85,274","7,968"
Soul Scathe,0,0,80%,"$24,551","1,650"
"Design it, Drive it : Speedboats",2,4,82.5%,"$52,547","2,768"
Beats Fever,0,0,74.3%,"$26,236","2,673"
Golf Pool VR,0,0,76.2%,"$5,390",630
hoVRboard,0,0,94.4%,"$7,538",972
Skiing VR,0,0,85.7%,"$9,641",840
Food Girls - Bubbles' Drink Stand,0,0,80.2%,"$37,630","3,780"
The Body VR: Journey Inside a Cell,2,3,92.5%,nan,"14,892"
DeMagnete VR,0,0,84%,"$11,328",750
Radial-G : Racing Revolved,0,0,78.5%,$127k,"9,662"
Crystal Riders VR,0,0,93.3%,"$4,749",450
Crawlspace,1,3,91.9%,$288,"2,220"
The FOO Show featuring Will Smith,0,0,86.4%,nan,"8,829"
OVR Locomotion Effect : Anti-VR Sickness,0,1,100%,"$4,710",600
Fantasy Little Jobs,0,0,100%,"$1,659",300
FULLCHOKE : Clay Shooting VR,0,0,81%,"$8,037",630
Anyland,0,1,94.7%,"$79,967","21,862"
Awake: Episode One,0,0,77.8%,"$8,522","1,656"
VR Chinese Garden Tour (HD): Flying as a dragonfly,0,0,91.7%,$648,360
Noda,0,0,93.5%,"$4,146",930
Spacecats with Lasers VR,0,1,100%,"$3,247",830
LuxVR,7,12,89.7%,nan,870
Mega Overload VR,0,0,97.2%,"$44,873","4,083"
Headmaster,0,0,94.1%,"$19,066","1,260"
Immortal Legacy: The Jade Cipher[VR],0,1,73.9%,"$23,738","2,760"
VR Formula,0,1,68%,"$9,660","1,115"
Manny Boxing VR,0,1,57.1%,"$9,503",840
Weaponry Dealer VR,0,1,68.5%,"$11,856","1,620"
Galactic Rangers VR,0,1,82.3%,"$25,040","1,860"
Rock Life: The Rock Simulator,8,10,95.2%,nan,"47,790",36.4 hours,6.6 hours
Vetrix,0,0,100%,"$5,736","1,290"
VR Walking Simulator,0,1,62.5%,"$3,538",720
Lockdown VR: Kidnapped,0,0,80%,"$3,347",450
Rise: Race The Future,0,1,69.2%,"$34,994","3,130"
VR STOCK CAR RACERS,0,1,53.3%,"$5,205",593
Surge,0,0,94.2%,nan,"14,772"
TurnSignal,33,49,91.4%,nan,"16,821",339.6 hours,125 hours
Mind OVR Matter,0,0,88.9%,"$2,585",900
Be,0,0,84%,"$7,297",750
Hop Step Sing! kiss×kiss×kiss (HQ Edition),0,0,92.9%,"$8,928","2,394"
Time Machine VR,0,1,63.7%,$121k,"6,564"
FlyInside Flight Simulator,2,2,67.8%,$113k,"4,054"
Aperture Hand Lab,0,4,89.4%,nan,"36,689",2.2 hours,0.4 hours
FlyInside Flight Simulator,2,2,67.8%,$113k,"4,054"
Aperture Hand Lab,0,4,89.4%,nan,"36,689",2.2 hours,0.4 hours
Bocce Time! VR,0,0,100%,"$8,325","1,230"
Hop Step Sing! kiss×kiss×kiss (HQ Edition),0,0,92.9%,"$8,928","2,394"
Submarine VR,0,0,70.6%,"$2,976",510
White Day VR: The Courage Test,0,1,72.3%,"$6,664","1,950"
Pipeline VR,0,0,86.7%,"$3,654",450
Shibainu - VR Katana Simulator,0,0,67.6%,"$8,721","1,110"
Deadly Hunter VR,0,1,80.7%,"$31,812","62,509"
Dry Erase: Infinite VR Whiteboard,0,0,61.7%,"$14,253","1,788"
Biolum,0,0,78.8%,"$12,806","2,400"
JAM GODS,0,0,87.2%,"$2,086","1,170"
Time Carnage VR,0,1,75.6%,"$17,793","1,362"
Kartong - Death by Cardboard!,0,0,89.4%,"$19,786","2,550"
THE LAST PLAYER:VR Battle Royale,0,1,76.2%,$139k,"9,866"
NEKOPALIVE,2,4,92.4%,nan,"75,534",206.2 hours,0.4 hours
All Alone: VR,12,31,70.7%,"$6,453","3,200"
VR MEDIA VIEWER,1,4,92.3%,"$4,140",780
Ding Dong VR,0,0,93.5%,"$3,665","2,366"
TURRET SYNDROME VR,0,0,83.3%,"$2,284",419
Skyfront VR,3,20,74.2%,"$61,083","5,270"
VR Zeppelin Airship Trips: Flying hotel experiences in VR,0,0,83.3%,"$2,078",360
Hypnosis Reveries,0,0,83.3%,"$2,736",390
Project Terminus VR,0,0,73%,"$15,598","1,140"
UNTITLED,0,0,92.3%,"$3,142","1,338"
Out of Ammo: Death Drive,0,1,71.1%,"$48,853","4,715"
Nevrosa: Prelude,0,0,87.4%,nan,"27,815"
AGOS - A Game Of Space,0,1,61.3%,"$60,110","2,790"
Cactus Cowboy - Plants at War,0,1,85.9%,nan,"2,340"
Super VR Trainer,0,0,75%,"$11,864","1,178"
MarksmanVR,0,0,84.2%,"$7,458",883
Cockroach VR,0,1,95.6%,"$3,421","2,268"
The Price of Freedom,0,0,93%,"$26,833","22,142"
Virus Popper,1,1,84.7%,nan,"1,770"
Subject 264,0,2,89.5%,"$4,653",490
NIGHTSTAR: Alliance,0,0,83.6%,"$15,586","2,098"
Air Traffic BLITZ VR,0,0,85.7%,"$1,285",420
Sleep Tight,0,0,89.7%,"$7,708",870
The Bond,0,1,94.8%,nan,"4,695"
Nefertari: Journey to Eternity,0,1,93.7%,nan,"7,333"
Portal Stories: VR,0,5,85.1%,nan,"67,177",1 hours,0.6 hours
A Shopping Trip to Eklan Tor,0,1,98.9%,"$5,207","5,670"
Starbear: Taxi,0,0,83.3%,"$6,546","1,377"
Nefertari: Journey to Eternity,0,1,93.7%,nan,"7,333"
Portal Stories: VR,0,5,85.1%,nan,"67,177",1 hours,0.6 hours
Space Block Buster,0,0,90.7%,"$8,446","1,290"
Found,0,1,87.7%,nan,"7,713"
Waddle Home,0,0,88.6%,"$41,815","7,055"
Capsule,0,0,81.3%,"$1,620",480
Monster Collector,0,0,66.7%,"$12,149",720
BeachHead,1,2,60.7%,"$23,758","1,830"
Taphouse VR,1,2,92.7%,nan,"5,522"
A Legend of Luca,0,1,80%,$197k,"14,453"
Journey For Elysium,0,1,84.3%,"$24,746","2,670"
Battle of Red Cliffs VR,0,1,83%,"$15,662",801
Hopalong: The Badlands,0,0,96%,"$5,041",476
Detached,1,1,56.7%,$291k,"18,255"
Gunheart,0,5,78%,$248k,"10,481"
Flavortown,0,0,78.3%,"$3,096",690
Coffin Rot Brewing Co.,0,0,81%,"$15,771","1,260"
Dakar 18,5,15,68.3%,$996k,"38,049",31.5 hours,10.9 hours
Escape Legacy VR,0,1,70.4%,"$5,596",828
VR World War II battlefield experience,0,0,92.9%,"$1,380",420
AirMech Command,0,2,69.1%,$155k,"10,959"
Overture Music Visualization,1,1,69%,"$8,532","1,260"
Stifled - Echolocation Horror Mystery,0,1,75%,"$44,982","2,975"
Hop Step Sing! Astral Piece,0,1,100%,"$18,922","2,520"
Happy Oshare Time,0,0,100%,"$4,208",780
Pinball FX2 VR - The Walking Dead,nan,nan,nan,nan,nan
Killing Zombies,0,2,78.3%,"$2,950",921
Wake Up,0,0,81.1%,nan,"24,226"
The VR Museum of Fine Art,0,1,90.1%,nan,"15,077"
Fingers: Mini Games,0,0,96.7%,"$1,897",900
Blaston,2,13,92.7%,"$75,793","15,120"
Keep Defending,0,0,83.9%,"$12,634","2,753"
Hot Squat,0,0,90.9%,nan,"17,307"
Cowbots and Aliens,0,11,85.4%,"$76,062","5,652"
Shoot The Zombirds VR,0,0,94.7%,"$2,086",570
No King No Kingdom VR,0,1,68%,"$9,468",780
FURIDASHI: Drift Cyber Sport,1,2,82.3%,$381k,"39,813",36.7 hours,11.6 hours
Desert Bus VR,0,6,88.3%,nan,154k,16 hours,1.7 hours
Endless Labyrinth,0,0,80%,"$2,188",984
Pray in VR Medieval Christian Churches,0,0,94.4%,$448,540
Desert Bus VR,0,6,88.3%,nan,154k,16 hours,1.7 hours
No Fair Play,8,18,95.2%,"$2,672",630
DEAD TARGET VR: Zombie Intensified,0,0,80%,"$1,890",349
Ashi Wash,0,1,96.8%,"$2,122",990
The Line,0,0,93.1%,"$3,006",870
Ether One,0,1,74.1%,$479k,"35,772"
TramSim Munich - The Tram Simulator,17,23,67.1%,$357k,"14,670"
SOUNDART,0,0,76.4%,"$31,893","2,190"
End Space,0,1,68.1%,"$49,521","3,908"
A-10 VR,0,0,93.2%,"$44,045","12,494"
Viro Move,0,0,56.7%,"$17,640",900
Super Kaiju,0,0,88.9%,"$24,823","2,096"
EVERSLAUGHT,0,1,67.8%,$138k,"10,260"
Z-Race,1,1,81.9%,"$22,760","2,490"
Daybreaker VR,0,0,50%,"$9,887",660
Lazerbait,0,1,96.9%,nan,"44,595"
Nick,1,1,80%,nan,"27,037"
Asteroid Blaster VR,0,0,84.6%,"$8,651","1,763"
Axe Throw VR,0,0,88.2%,"$2,773",536
WebbVR: The James Webb Space Telescope Virtual Experience,0,0,90.6%,nan,"1,480"
TERMINUS,0,0,95%,"$3,407",600
Ionia,0,0,71.1%,"$28,284","2,700"
FATED: The Silent Oath,0,0,69.4%,"$60,815","5,128"
Dick Wilde,0,1,92.5%,"$23,634","1,968"
The Marvellous Machine,0,0,82.8%,"$3,840","2,635"
HOT GIRLS VR,0,0,44.4%,"$3,868",558
Drunk or Dead,0,1,85%,"$11,469","2,263"
Eye of the Owl - Bosch VR,0,0,92.1%,nan,"2,690"
Battle of Kings VR,0,0,73.2%,"$11,829","1,622"
Saga of the Void: Admirals,0,0,81.8%,"$4,686",900
Protonwar,0,4,82.1%,"$30,171","3,212"
Blind,0,1,68.9%,"$41,295","2,785"
Shadowgate VR: The Mines of Mythrok,0,1,77.8%,"$10,439",540
SteamVR Performance Test,nan,nan,nan,nan,nan
Felt Tip Circus,0,1,71.4%,"$9,047","1,599"
RPG NPC Simulator VR,0,0,71.2%,"$20,075","2,220"
Days of Heroes: D-Day,0,1,67.4%,"$12,597","1,290"
TramSim Munich - The Tram Simulator,19,23,67.1%,$357k,"14,670"
RPG NPC Simulator VR,0,0,71.2%,"$20,075","2,220"
Spellbound Spire,0,2,93.2%,nan,"5,730"
Archery Land,0,0,92.3%,"$1,560",390
"""BUTTS: The VR Experience""",0,0,81.3%,"$2,552","4,475"
Shattered Lights,0,2,88%,nan,"14,108"
Aircar,65,67,94.7%,nan,"70,031",2.3 hours,0.7 hours
Disco Destruction,0,1,90.7%,"$7,494","1,620"
Buzludzha VR,0,1,93.3%,"$8,402","1,350"
Intruders: Hide and Seek,1,2,73.5%,"$97,441","10,059"
Dragon Extinction VR,0,0,60%,"$10,989",750
Dimensional,0,0,81.1%,"$11,620","3,045"
Red Rover,0,0,78.9%,"$2,129",675
Bakemono - Demon Brigade Tenmen Unit 01,0,0,80%,"$8,064",600
Practisim VR,0,0,69.8%,"$26,687","1,700"
Ruckus Ridge VR Party,0,1,64.3%,"$37,034","3,210"
Insanity VR: Last Score,0,0,83.3%,nan,"7,755"
The Rig: A Starmap to Murder,0,0,78%,"$16,054","1,500"
Stop Sign VR Tools,1,10,90.2%,"$6,853","1,560"
Neos VR,136,232,83%,nan,"32,094",542.8 hours,33.7 hours
The Scream,0,0,85.1%,"$12,622","4,931"
Sentenced VR,0,0,70.6%,"$7,954","1,530"
Sopwith VR,0,2,86.2%,nan,"8,001"
Smashing The Battle VR,0,0,90.5%,"$12,293","1,428"
Kygo 'Carry Me' VR Experience,0,1,86.2%,"$2,189","1,378"
Blortasia,0,0,89.1%,"$10,571","2,533"
Hold My Beer,0,1,89.6%,"$4,259","2,979"
Go For Launch: Mercury,1,1,84.1%,"$23,889","2,070"
Desktop+,83,141,88%,nan,"13,290"
VR Flight Simulator New York - Cessna,0,1,45.8%,"$6,873",852
GUNGRAVE VR,0,0,54.5%,"$5,228",314
OpenVR Benchmark,0,1,70.4%,nan,"2,160"
INCARNA: R•AI•D,0,0,86.4%,"$8,279",660
War Robots VR: The Skirmish,3,5,80.2%,nan,"36,560",0.7 hours,0.3 hours
Bounce,0,0,92.5%,"$32,971","2,200"
Downward Spiral: Horus Station,0,2,78.7%,"$26,695","1,789"
Starfighter Arduxim,0,0,71.4%,"$3,268","1,071"
ORKANA CONFLICT VR,0,0,91.7%,"$10,164","1,080"
Stellar Echoes,0,0,91.7%,"$1,681",360
Poly Runner VR,0,1,81.2%,nan,"3,957"
Senza Peso,1,1,93.7%,nan,"17,748"
Quanero VR,0,1,90.3%,nan,"19,208"
Daily OVR,2,4,72.6%,"$23,707","2,714"
Groundhog Day: Like Father Like Son,0,1,78.7%,"$48,139","3,271"
ALTAIR BREAKER,0,0,66.7%,"$29,393","1,470"
2076 - Midway Multiverse,0,0,82.5%,"$14,327","1,200"
The Book of Distance,1,1,98%,nan,"4,560"
Super Raft Boat VR,0,3,98.5%,nan,"3,960"
Star Wars: Droid Repair Bay,0,3,88.5%,nan,134k
The Puzzle Room VR ( Escape The Room ),0,0,78.4%,"$29,720","3,279"
Blueshift,0,0,80.5%,nan,"11,100"
Crystal Blast,0,0,95.2%,"$7,557",630
BEAT ARENA,0,0,59.5%,"$27,214","1,140"
Rangi,0,0,100%,"$3,582",466
Bullet Sorrow VR,0,3,83.3%,$206k,"13,300"
MIRAGE,0,3,83%,"$18,615","4,509"
Fast Action Hero,0,0,87%,"$54,532","5,811"
RESONARK X,0,0,80%,"$7,023",750
Microsoft Maquette,1,1,91.1%,nan,"2,304"
The Bellows,0,2,85.9%,"$19,950","12,638"
Digital Domain’s Monkey King™,0,0,82.4%,"$2,817",704
IL-2 Sturmovik: 1946,31,52,88.9%,$830k,128k,86.7 hours,26 hours
Art Plunge,0,1,96.4%,"$3,428","2,270"
Disco Time 80s VR,0,0,59.4%,$470k,126k
The Midnight Sanctuary,0,1,95.8%,"$4,836",726
HOPE VR: Progressive Meditation,0,0,80.8%,"$4,990",780
Arizona Sunshine® - The Damned DLC,nan,nan,nan,nan,nan
Shadow Uprising,0,1,83.3%,"$18,936","1,402"
Dig 4 Destruction,1,3,89.5%,"$56,511","6,751"
Belko VR: An Escape Room Experiment,1,1,86.2%,nan,"29,926",1.1 hours,0.6 hours
Hoops VR,1,2,75.4%,"$45,445","7,654"
Sweet Escape VR,0,6,87%,"$18,510","2,595"
The Night Cafe: A VR Tribute to Vincent Van Gogh,0,1,95.7%,nan,"12,818"
Quanero 2 - System Release,1,1,90.3%,nan,960
Caliban Below,0,1,92.8%,nan,"6,337"
RollerCoaster VR Universe,0,1,69.3%,"$6,087","3,420"
LIV,49,65,88.8%,nan,"11,067",193.1 hours,26.8 hours
Chess Sphere,0,0,89.1%,"$3,759","1,246"
InMind 2 VR,0,0,71.4%,"$12,137","3,433"
TapSonic World Champion VR,0,0,81.4%,nan,"2,261"
Starcaller,0,1,73.7%,"$5,392",570
Space Pirates And Zombies 2,10,28,78.9%,$1.9m,132k,51.1 hours,30.6 hours
Kooring VR Wonderland:Mecadino's Attack,0,0,100%,"$4,224",360
VR Home,0,0,57.6%,"$6,092",990
Soul Axiom Rebooted,1,1,82.1%,"$10,722","1,680"
Cloudrift,0,0,100%,"$3,519",510
Shooty Skies Overdrive,0,0,88.2%,"$3,624",510
MSI Electric City: Core Assault,0,1,91%,nan,"3,338"
Horror Adventure VR,0,0,52.9%,"$3,285",510
Henry The Hamster Handler VR,0,1,93.5%,"$16,736","4,973"
Minotaur Arcade Volume 1,0,1,100%,"$16,823","1,920"
Witching Tower VR,0,2,78.4%,"$61,157","4,353"
Solitaire VR,0,1,87.5%,"$1,091",693
Thirst VR,1,1,77.7%,"$14,728","6,773"
Vertical Shift,0,2,87.1%,nan,"2,100"
"Light and Dance VR - Music, Action, Relaxation",0,0,77.3%,"$5,795","1,055"
Quest for Runia,0,0,100%,"$3,480",570
BLARP!,0,0,94.8%,"$24,664","10,413"
Frog Hands Steve,0,0,91.7%,nan,360
Combat Troops VR,0,1,63.6%,"$9,743",660
Hot Squat 2: New Glory,0,0,95.2%,"$2,146",415
Cable Guardian,39,44,91.7%,nan,"1,440"
VR Aquarium -雅-,0,0,100%,"$2,558",638
Off The Chains Disc Golf,0,0,63.6%,"$13,438",990
Monster Showdown,0,1,79.4%,"$9,276","1,020"
The OmniGallery,0,0,90.5%,nan,630
CyberThreat,0,0,73.2%,"$76,090","5,766"
DinoTrek,0,1,84%,"$2,676",838
Dungeon Brewmaster,0,1,66.7%,"$31,406","3,254"
Allumette,0,2,94.7%,nan,"30,550",0.8 hours,0.4 hours
Acan's Call: Act 1,0,1,82.6%,nan,"21,171"
Werewolves Within™,0,1,65%,$150k,"7,662"
Void Rangers,0,0,80.6%,"$8,310",918
Toran,0,0,94%,nan,"8,120"
Tee Time Golf,0,3,80.7%,"$30,358","4,424"
Neon Seoul: Outrun,0,0,83.3%,"$4,971",566
We Are Stars,0,0,88.1%,"$17,261","2,277"
Internal Light VR,0,0,84.4%,"$4,380","1,243"
Basketball Babe,0,0,88%,"$10,698",977
Purgatory Fell,0,0,78.6%,"$3,415",569
Planet Smasher,0,0,80%,"$1,655",636
A Ton Of Feathers,0,0,85.1%,"$3,044","1,410"
Hijacker Jack : ARCADE FMV,0,0,63.2%,"$14,811","1,710"
VR Mini Bowling,0,1,80%,"$3,129",946
Banana Attack VR,0,1,100%,nan,300
MalovMetaArt Metaverse,0,1,92.9%,nan,420
The Persistence,0,2,66.7%,"$86,370","4,500"
Tiny Wheels,0,0,82.1%,"$2,084","1,306"
UOS Prototype,0,0,100%,nan,"6,030"
Banana Attack VR,0,1,100%,nan,300
MalovMetaArt Metaverse,0,1,92.9%,nan,420
The Hunger: Games Ensemble,0,0,90.2%,"$3,956","1,830"
Voxel Tank VR,0,0,50%,"$1,980",743
Legendary Hunter VR,0,0,74.5%,"$20,426","3,127"
Blocks by Google,2,2,86.5%,nan,"8,181"
Project RTD: Random Tower Defense VR,0,0,84.3%,"$10,161","1,530"
Reflection,0,0,100%,"$4,056",540
Paper Valley,0,0,100%,"$7,900",774
Flotilla 2,0,0,75%,"$5,614",795
迷禁 Lost in Abyss,0,0,90%,"$11,278",900
Counter Fight: Samurai Edition,0,1,91.3%,"$19,159","2,875"
VROOM: Aerie,0,0,81%,"$5,227","1,212"
Star Rage VR,0,0,90.3%,"$19,660","1,325"
"You, Calligrapher",0,0,97.7%,"$10,976","1,320"
Major League Gladiators,0,0,82.1%,nan,"7,659"
Deathlike: Awakening,0,0,55.6%,"$4,702",788
Hop Step Sing! Happy People,0,1,96.9%,"$8,002",960
EscapeVR: The Basement,0,2,80.4%,"$39,662","5,349"
PROZE: Prologue,0,0,82.5%,nan,"3,376"
SCP: Labrat,44,86,83.7%,nan,"70,320",5.1 hours,1.6 hours
DunDun VR,0,1,93.8%,nan,"1,920"
Cosmos Crash VR,0,1,87.1%,"$11,850","1,920"
InductVR (beta),0,0,86.7%,nan,496
Crisis on the Planet of the Apes,0,0,66.7%,"$15,929","1,331"
Battle Summoners VR,0,0,88.6%,"$5,006",817
Nuremberg: VRdict of Nations,0,0,94.7%,nan,570
Language Lab,0,0,85.7%,nan,840
Cucumber Defense VR,0,0,100%,$960,150
VR Photo Viewer,0,0,67.6%,"$17,711","1,738"
RuneSage,0,1,92.3%,"$10,147","1,385"
Bodyless,0,1,81.5%,nan,"1,620"
Skyworld: Kingdom Brawl,1,1,76.3%,"$13,966","2,250"
Dwingle : B.O.T,0,0,94.7%,"$4,535",883
Pixel Ripped 1989,0,1,83.3%,"$69,556","4,136"
Raptor Valley,0,0,80.9%,"$13,806","2,610"
Theseus,0,0,81.5%,"$8,650",782
Raptor Valley,0,0,80.9%,"$13,806","2,610"
Fantasynth One,0,0,96.3%,nan,"18,538"
Fancy Skiing VR,1,12,71.3%,"$96,694","12,924"
Dead Hungry,0,1,92.3%,"$26,663","2,189"
everybody's sad,0,0,86.6%,nan,"3,095"
The Rose and I,0,0,88.7%,"$1,439","10,242"
Freedom Locomotion VR,0,1,87.1%,nan,"10,325"
The Red Stare,1,3,88.6%,nan,"97,970"
vSpatial,0,0,82%,nan,"1,622"
Heart of the Emberstone: Coliseum,0,1,89.4%,nan,"2,600"
Flappy Arms,0,0,84%,"$1,519","1,053"
Lucid Trips,0,0,83.5%,"$23,073","3,886"
Zooma VR,0,2,93.9%,"$25,786","6,930"
Trapped VR,0,1,100%,nan,300
Drone Hero,0,0,89.5%,"$10,213","1,816"
Armored Front: Tiger Command,0,0,64.3%,"$20,846","1,260"
The Cooking Game VR,0,1,71.2%,"$18,526","1,684"
Hospitality VR,0,1,70.3%,"$7,418","3,330"
Yupitergrad 🚀: Original Soundtrack,nan,nan,nan,nan,nan
Chunky Orbits,0,0,95.5%,"$1,520","1,098"
Innocent Forest: The Bird of Light,0,0,80%,"$3,149",840
Spartaga,0,0,97.6%,"$3,355",254
Brisk Square Demo,0,0,83.1%,nan,"2,340"
Douarnenez VR,0,0,100%,nan,488
Plevr,0,0,50%,"$12,192","1,698"
Local Paper Small Town,0,0,91.7%,nan,360
Flairtender,0,0,88.2%,"$15,760","1,565"
AREA MAN LIVES,0,0,42.9%,"$6,432",420
The Cabin: VR Escape the Room,0,0,61%,"$14,555","3,943"
Dimensional Intersection,0,0,70.7%,"$7,225","2,217"
Perfect,0,1,47.8%,"$23,913","3,588"
High Noon VR,0,1,69.2%,"$18,007","2,560"
Pinball Evolution VR,0,0,85.3%,"$7,251","1,565"
Museum of Other Realities,2,3,92.1%,"$81,939","11,040"
ENGAGE,5,5,81.7%,nan,"2,340"
1943 Berlin Blitz,0,2,92.6%,nan,"7,711"
The God,0,0,72.2%,"$15,528","1,823"
ProjectM : Dream,0,0,84.4%,nan,"3,310"
Colosse,0,0,82.5%,nan,"8,262"
The Take,0,0,82.4%,"$5,655",725
Counter Fight ICHIRAN,0,0,72.2%,"$5,219",540
My Dad Left Me,0,0,96.4%,nan,"1,680"
MineSweeper VR,0,0,81%,"$10,584","3,814"
Lost In Ferry VR,0,0,87.5%,"$3,280",480
Frantic Freighter,0,0,77.8%,"$3,904","1,539"
Pyro VR,0,0,57.6%,"$17,331","2,478"
Aquila Bird Flight Simulator,0,2,74.3%,"$2,908","1,050"
Hellblade: Senua's Sacrifice VR Edition,2,8,86.9%,$305k,"47,155",12.4 hours,6.6 hours
Toy Clash,0,0,97.7%,"$20,369","1,998"
Far Beyond: A space odyssey VR,0,1,69%,$122k,"9,503"
VR Parallel World,0,0,64.3%,"$5,317",840
Alien Dawn,0,1,65.3%,"$23,979","2,850"
Racket: Nx,2,3,96.2%,$260k,"17,681"
Under Lock,0,0,71.1%,"$14,558","2,280"
Rest In Pieces,0,1,64%,"$13,453","1,500"
ROGAN: The Thief in the Castle,0,0,51.4%,$168k,"5,354"
Organ Quarter,0,3,89.6%,$197k,"10,857"
DCS: Spitfire LF Mk.IX The Big Show Campaign,nan,nan,nan,nan,nan
Space Battle VR,0,0,69%,"$30,687","3,070"
Failspace,0,0,62.8%,"$17,625","1,320"
AnimVR,0,0,60%,"$11,411",492
Starship Commander: Arcade,0,0,66%,"$8,290","1,500"
NeverBound,0,0,90%,"$19,913","1,322"
Binaural Odyssey,0,1,89.3%,nan,840
VR Europe Tour,0,0,100%,$360,300
Money Bath VR / 札束風呂VR,0,1,53.2%,"$4,451","1,345"
Deep Space Salvage Crew VR,0,0,66.7%,"$8,207",540
Linea VR,0,0,82.4%,"$1,649",428
ViveSpray 2,0,0,76.5%,"$9,891","1,475"
GoalkeepVr,0,0,82.6%,"$3,314","1,133"
The Slothgate Experiment,0,0,90%,nan,300
ANDERSON,0,1,69.7%,"$6,765",990
Half-Life 2: VR Mod - Episode One,14,38,98.9%,nan,"4,050"
Pipejob,0,1,77.8%,"$14,193","2,403"
RollerCoaster Legends,0,2,72.4%,"$4,607","1,200"
Warp Out,0,0,91.7%,"$4,200",360
Welcome Above,0,0,73.3%,"$3,484",524
Short Circuit VR,0,1,81.2%,nan,"4,376"
Plenty: Skyhearth,0,1,85.5%,nan,"19,171"
Plenty: Skyhearth,0,1,85.5%,nan,"19,171"
Short Circuit VR,0,1,81.2%,nan,"4,376"
Open Brush,nan,nan,nan,nan,nan
Google Spotlight Stories: Pearl,1,1,96.4%,nan,"14,045"
Deserving Life,0,1,83.6%,nan,"42,757"
Organ Quarter,0,3,89.6%,$197k,"10,857"
Shopkeeper Simulator VR,0,0,53.8%,"$4,598",878
void LINK,0,0,95.2%,"$6,780","1,028"
PolyCube,0,1,88.4%,"$2,661","1,108"
Street Champ VR,0,0,100%,$999,"1,272"
Audio Factory,0,0,80.3%,nan,"2,460"
HORIZON VANGUARD,0,0,92.3%,"$10,078",780
Elena,0,0,80.4%,"$13,509","2,544"
VR Ping Pong Paradise,0,0,50%,"$5,208",510
KILLING A SUPERSTAR,0,0,66.7%,"$2,664",360
Poker Show VR,0,0,46.2%,"$6,921","1,713"
Mace and Grace: action fight blood fitness arcade,0,0,88.5%,"$10,411","1,560"
Loco Parentis / 孤女咒怨,0,4,55.4%,$292k,"17,084"
Necro Mutex,0,0,84.8%,"$12,843","1,444"
Space Rift - Episode 1,0,0,78.1%,"$28,698","1,918"
Lems,0,0,95.2%,"$8,314",630
Happy Penguin VR,0,1,91.7%,"$2,339","1,174"
Chess VR: Multiverse Journey,0,0,50%,"$3,117",450
Guns & Notes,0,0,73.3%,"$4,656",594
Red Wings: Aces of the Sky,0,3,71.3%,$249k,"20,430",7.9 hours,1.1 hours
Spuds Unearthed,0,0,74.4%,"$21,643","1,445"
Discovering Space 2,0,0,72.4%,"$31,109","3,923"
The Edgar Mitchell Overview Effect VR Experience,0,1,85.4%,nan,"1,440"
Nature Treks: Together,0,0,55.6%,"$5,437",810
Samurai Sword VR,0,0,66.7%,"$3,022",465
Sky Squadron,0,0,100%,"$3,598",450
Double Shot,0,0,86.7%,"$8,832",564
Thrills & Chills - Roller Coasters,0,1,66.7%,"$11,800","3,629"
Euclidean,0,0,65.6%,"$54,619","17,107"
Super Island God VR,0,0,62.7%,"$31,800","2,292"
Wow Dance,0,0,68%,nan,750
Trials on Tatooine,0,1,79.4%,nan,"73,994",1.9 hours,0.4 hours
Restrictr,2,14,100%,$630,300
Bitslap,0,0,96.3%,"$7,208","1,497"
Garage Drummer VR,0,0,56.4%,"$10,535","2,286"
PowersVR,0,0,62.7%,"$12,556","1,770"
Survival VR,0,0,84.2%,"$2,089","1,032"
In Memory,0,0,84.2%,"$1,088",598
OpenGloves,nan,nan,nan,nan,nan
Home Improvisation: Furniture Sandbox,0,0,69.1%,$171k,"23,852"
Octopus Bar,0,0,91%,nan,"26,161"
OK Bob,0,1,91.3%,"$3,119","1,038"
DUO,0,0,72.2%,"$13,128","1,917"
A.D. 2047,0,0,75.5%,"$55,250","4,290"
WORLDS AT WAR (Monitors & VR),0,1,64.2%,"$74,631","6,039"
Red Wings: Aces of the Sky,1,3,71.3%,$249k,"20,430",7.9 hours,1.1 hours
Rexodus: A VR Story Experience,0,0,71.7%,nan,"6,402"
Desolatium: Prologue,0,1,83.3%,"$5,035","2,520"
Party Pie: Free Pie,0,1,82.6%,nan,"2,070"
Bigscreen Beta,56,81,85.7%,nan,156k,55.6 hours,10.4 hours
Half-Life 2: VR Mod - Episode Two,17,41,97.5%,nan,"1,170"
Colory Engine,0,1,68.8%,nan,510
Tarzan VR™  The Trilogy Edition,0,0,58.1%,"$14,635","1,290"
Wild Gun,0,0,92.3%,"$3,690",390
